merchant,category,amount,street,city,state,zip,latitude,longitude,city_population,job,unix_time,merchant_latitude,merchant_longitude,is_fraud,transaction_date,transaction_time
fraud_Howe Ltd,misc_pos,8.52,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",1325425523,48.901439,-122.236121,0,1/1/2019,13:45:23
"fraud_Walter, Hettinger and Kessler",personal_care,6.61,9572 Austin Forge Suite 612,Clay Center,OH,43408,41.5686,-83.3632,269,Insurance underwriter,1325425565,41.738485,-82.915253,0,1/1/2019,13:46:05
"fraud_Feil, Hilpert and Koss",food_dining,9.84,3595 Susan Island Suite 063,Thomas,OK,73669,35.7382,-98.7388,1675,Barrister,1325425569,35.398762,-98.105401,0,1/1/2019,13:46:09
"fraud_Romaguera, Wehner and Tromp",kids_pets,69.36,8614 Reed Glen,West Harrison,NY,10604,41.0592,-73.7395,11250,Lexicographer,1325425574,40.360232,-73.9961,0,1/1/2019,13:46:14
fraud_Thiel PLC,misc_pos,3.61,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1325425580,39.100849,-77.517379,0,1/1/2019,13:46:20
fraud_White and Sons,home,14.13,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",1325425591,32.552715,-96.680191,0,1/1/2019,13:46:31
"fraud_Mueller, Gerhold and Mueller",health_fitness,25.45,334 Adam Mountains Apt. 868,Manquin,VA,23106,37.7184,-77.186,976,"Engineer, automotive",1325425624,37.143497,-76.869018,0,1/1/2019,13:47:04
fraud_Botsford and Sons,home,94.79,01892 Patricia Vista Apt. 828,Sachse,TX,75048,32.9643,-96.6012,20328,Site engineer,1325425658,33.034588,-96.361446,0,1/1/2019,13:47:38
fraud_Kris-Padberg,shopping_pos,66.21,852 Thomas Well Suite 339,Owensville,MO,65066,38.3511,-91.4867,6703,Naval architect,1325425671,39.005932,-91.649172,0,1/1/2019,13:47:51
fraud_Kutch-Ferry,home,18.48,0423 Kirby Field Suite 623,Wilmette,IL,60091,42.0765,-87.7246,27020,Trade mark attorney,1325425723,41.266062,-86.82675,0,1/1/2019,13:48:43
"fraud_Yost, Schamberger and Windler",kids_pets,65.96,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,1325425745,40.600949,-79.847831,0,1/1/2019,13:49:05
fraud_Abbott-Steuber,personal_care,30.11,057 Martinez Radial,Texarkana,AR,71854,33.431,-93.8765,36438,Surgeon,1325425757,32.645423,-93.828214,0,1/1/2019,13:49:17
"fraud_Mosciski, Gislason and Mertz",grocery_pos,67.58,9345 Spencer Junctions Suite 183,Alpharetta,GA,30009,34.077,-84.3033,165556,Prison officer,1325425806,33.632972,-84.582958,0,1/1/2019,13:50:06
fraud_Kirlin and Sons,personal_care,51.74,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,1325425834,41.533669,-109.867285,0,1/1/2019,13:50:34
fraud_Bednar PLC,kids_pets,31.98,93914 Gregory Via,Oakland,CA,94619,37.7878,-122.1884,381459,Barista,1325425865,38.245863,-122.579289,0,1/1/2019,13:51:05
fraud_Botsford PLC,home,19.16,954 Reyes Ways,Fulton,SD,57340,43.7588,-97.8712,355,Financial adviser,1325425883,43.279945,-97.213833,0,1/1/2019,13:51:23
"fraud_Weimann, Kuhic and Beahan",shopping_pos,13.02,3638 Marsh Union,Altonah,UT,84002,40.3207,-110.436,302,"Sales professional, IT",1325425921,39.832089,-110.077562,0,1/1/2019,13:52:01
fraud_Bins-Howell,personal_care,87.91,0423 Kirby Field Suite 623,Wilmette,IL,60091,42.0765,-87.7246,27020,Trade mark attorney,1325425970,41.188091,-86.776543,0,1/1/2019,13:52:50
fraud_Dooley Inc,shopping_pos,8.82,2838 White Fields Apt. 473,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,1325426004,33.240731,-81.540547,0,1/1/2019,13:53:24
fraud_Schumm PLC,health_fitness,68.01,32941 Krystal Mill Apt. 552,Titusville,FL,32780,28.5697,-80.8191,54767,Set designer,1325426049,28.016274,-81.412421,0,1/1/2019,13:54:09
"fraud_Runolfsdottir, Mueller and Hand",entertainment,7.18,3872 Matthew Skyway,Paris,MS,38949,34.1992,-89.382,297,"Administrator, local government",1325426103,33.461896,-89.688033,0,1/1/2019,13:55:03
fraud_Kuphal-Toy,food_dining,53.57,7566 Thompson Creek Apt. 827,Elkhart,IA,50073,41.8114,-93.4855,1195,Trading standards officer,1325426111,42.148886,-93.448887,0,1/1/2019,13:55:11
fraud_Bahringer-Streich,food_dining,8.74,2870 Bean Terrace Apt. 756,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,1325426138,38.708417,-80.188981,0,1/1/2019,13:55:38
"fraud_Wuckert, Wintheiser and Friesen",home,3.12,7107 Henderson Station,Cascade Locks,OR,97014,45.671,-121.8686,1288,Barrister,1325426233,44.862493,-121.787626,0,1/1/2019,13:57:13
fraud_Crona and Sons,kids_pets,23.45,383 Contreras Hills Suite 658,Humble,TX,77338,30.0041,-95.2825,194500,Tax adviser,1325426251,30.489038,-95.966593,0,1/1/2019,13:57:31
"fraud_Metz, Russel and Metz",kids_pets,28.26,292 Lowe Dam Suite 858,West Palm Beach,FL,33417,26.7197,-80.1248,459921,Historic buildings inspector/conservation officer,1325426307,27.53811,-79.436918,0,1/1/2019,13:58:27
fraud_Abshire PLC,entertainment,61.87,8925 Nicholas Points,Egan,LA,70531,30.251,-92.5002,1261,Broadcast presenter,1325426308,30.125475,-93.008965,0,1/1/2019,13:58:28
fraud_Prosacco LLC,personal_care,7.91,230 Ryan Tunnel Apt. 025,Fulton,OH,43321,40.4971,-82.8342,267,Facilities manager,1325426316,41.474397,-82.745311,0,1/1/2019,13:58:36
fraud_Fritsch and Sons,health_fitness,49.91,79019 Taylor Cliffs,Dallas,TX,75238,32.877,-96.708,1263321,Drilling engineer,1325426355,32.459602,-96.527023,0,1/1/2019,13:59:15
fraud_Gibson-Deckow,entertainment,41.88,182 Sergio Summit Apt. 129,Browning,MO,64630,40.029,-93.1607,602,Cytogeneticist,1325426398,39.347491,-92.210216,0,1/1/2019,13:59:58
"fraud_Boehm, Block and Jakubowski",misc_pos,8.55,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,1325426428,30.340717,-98.195378,0,1/1/2019,14:00:28
"fraud_Hartmann, Rowe and Hermann",travel,4.54,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,1325426435,42.544016,-73.77305,0,1/1/2019,14:00:35
"fraud_McDermott, Osinski and Morar",home,21.15,0005 Morrison Land,Mounds,OK,74047,35.8896,-96.0887,7163,Fitness centre manager,1325426439,36.078074,-96.665135,0,1/1/2019,14:00:39
fraud_Frami Group,entertainment,98.12,3531 Hamilton Highway,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,1325426464,25.754734,-99.904811,0,1/1/2019,14:01:04
fraud_Schiller Ltd,personal_care,4.98,133 Alyssa Plains,Lolita,TX,77971,28.7724,-96.4793,911,Archaeologist,1325426552,27.931096,-97.050618,0,1/1/2019,14:02:32
fraud_Friesen Inc,shopping_pos,4.12,561 Little Plain Apt. 738,Wetmore,MI,49895,46.3535,-86.6345,765,Immunologist,1325426575,45.810611,-87.424328,0,1/1/2019,14:02:55
fraud_Stark-Batz,entertainment,75.65,06959 Stephen Branch Suite 246,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,1325426603,34.652594,-92.264138,0,1/1/2019,14:03:23
fraud_Waelchi-Wolf,kids_pets,27.55,3645 Atkins Island Apt. 238,Esbon,KS,66941,39.7562,-98.4462,242,Tourism officer,1325426653,39.225113,-99.266616,0,1/1/2019,14:04:13
fraud_Feil-Morar,health_fitness,5.65,835 Reese Views Suite 884,Hopkins,SC,29061,33.9349,-80.8449,13717,Chiropodist,1325426720,34.057661,-80.412927,0,1/1/2019,14:05:20
fraud_Herman Inc,misc_pos,1.9,3256 Brooks Field,Eldridge,AL,35554,33.9315,-87.6194,1186,Politician's assistant,1325426723,34.079696,-88.547629,0,1/1/2019,14:05:23
"fraud_Towne, Greenholt and Koepp",shopping_net,3.07,9412 Harris Mews,O Brien,TX,79539,33.3749,-99.8473,178,Warden/ranger,1325426738,32.435754,-100.121905,0,1/1/2019,14:05:38
fraud_Dare-Marvin,entertainment,91.81,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1325426786,40.692073,-79.075941,0,1/1/2019,14:06:26
"fraud_Stanton, Jakubowski and Baumbach",shopping_net,5.73,715 Courtney Pike Suite 932,Keller,TX,76248,32.9276,-97.2489,95035,Probation officer,1325426791,32.156905,-97.237175,0,1/1/2019,14:06:31
fraud_Torphy-Kertzmann,health_fitness,41.95,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,1325426826,35.77365,-99.595348,0,1/1/2019,14:07:06
"fraud_McCullough, Hudson and Schuster",food_dining,64.83,477 Wheeler Burg,Amanda,OH,43102,39.6251,-82.7552,4512,Farm manager,1325426833,40.574729,-81.907066,0,1/1/2019,14:07:13
fraud_Baumbach Ltd,personal_care,192.65,165 Jerry Meadows Suite 460,Surrency,GA,31563,31.6489,-82.1982,1324,"Engineer, technical sales",1325426871,32.146968,-83.182569,0,1/1/2019,14:07:51
"fraud_Yost, Schamberger and Windler",kids_pets,73.93,180 Graves Shore,Scotia,SC,29939,32.6786,-81.2455,302,Magazine features editor,1325426927,32.457907,-81.348673,0,1/1/2019,14:08:47
"fraud_Schiller, Blanda and Johnson",home,26.07,0157 Samuel Mission Suite 379,South Richmond Hill,NY,11419,40.6868,-73.823,47211,Site engineer,1325426981,41.66407,-74.126579,0,1/1/2019,14:09:41
fraud_Jakubowski Inc,home,34.89,74890 Rodriguez Springs Apt. 540,West Henrietta,NY,14586,43.0397,-77.6871,10256,"Teacher, primary school",1325427004,42.292897,-77.361544,0,1/1/2019,14:10:04
fraud_Cartwright PLC,kids_pets,14.69,071 Wise Trace,Coleharbor,ND,58531,47.5196,-101.2332,307,Make,1325427101,47.938229,-102.081699,0,1/1/2019,14:11:41
"fraud_Crist, Jakubowski and Littel",home,16.4,3683 Parrish Circles,Pueblo,CO,81005,38.2352,-104.66,151815,Further education lecturer,1325427115,38.618105,-104.424666,0,1/1/2019,14:11:55
fraud_Kerluke PLC,misc_net,45.69,4720 Anna Ways,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,1325427135,40.402416,-89.836153,0,1/1/2019,14:12:15
fraud_Kub-Heaney,health_fitness,10.85,137 Adam Dale,Lebanon,VA,24266,36.8809,-82.0956,9521,"Teacher, English as a foreign language",1325427193,35.977974,-82.742254,0,1/1/2019,14:13:13
fraud_Medhurst PLC,shopping_net,2.62,3283 James Station,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",1325427196,34.759843,-78.546519,0,1/1/2019,14:13:16
fraud_Flatley Group,misc_pos,6.76,8619 Lisa Manors Apt. 871,Lagrange,WY,82221,41.6423,-104.1974,635,Product/process development scientist,1325427200,41.682194,-103.776368,0,1/1/2019,14:13:20
fraud_Pouros-Conroy,shopping_pos,3.21,154 Hernandez Keys,Smith River,CA,95567,41.9404,-124.1587,1930,Web designer,1325427202,41.661267,-124.920007,0,1/1/2019,14:13:22
fraud_Beier-Hyatt,shopping_pos,5.18,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,1325427217,40.99785,-87.396217,0,1/1/2019,14:13:37
fraud_Reilly LLC,home,41.46,25036 Contreras Turnpike Suite 270,Purmela,TX,76566,31.4841,-97.9903,258,Web designer,1325427226,31.480463,-97.990718,0,1/1/2019,14:13:46
fraud_Cruickshank-Mills,entertainment,25.09,148 Baker Field,Chester Heights,PA,19017,39.8839,-75.4669,348,Management consultant,1325427257,40.457979,-74.977028,0,1/1/2019,14:14:17
"fraud_Runolfsdottir, Mueller and Hand",entertainment,40.75,4130 Tiffany Glen Apt. 562,San Antonio,TX,78248,29.5894,-98.5201,1595797,Exhibition designer,1325427258,29.165407,-98.012932,0,1/1/2019,14:14:18
"fraud_Altenwerth, Cartwright and Koss",shopping_net,9.62,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",1325427279,38.044566,-108.863626,0,1/1/2019,14:14:39
fraud_McKenzie-Huels,food_dining,1.57,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1325427285,40.811879,-80.444145,0,1/1/2019,14:14:45
"fraud_Effertz, Welch and Schowalter",entertainment,67.86,8465 Reed Green Suite 559,Montandon,PA,17850,40.9661,-76.8575,645,Orthoptist,1325427319,40.949038,-76.169227,0,1/1/2019,14:15:19
fraud_Schoen-Quigley,kids_pets,316.87,47152 Clayton Burg,Manchester,MD,21102,39.6747,-76.8941,11751,Clinical research associate,1325427324,39.41799,-76.588835,0,1/1/2019,14:15:24
fraud_Champlin-Casper,home,79.52,524 Wu Spurs Suite 894,Mount Hope,AL,35651,34.4793,-87.4769,1312,"Librarian, academic",1325427326,33.596754,-88.219262,0,1/1/2019,14:15:26
fraud_Bednar PLC,kids_pets,38.45,7952 Karen Pike,De Soto,KS,66018,38.9462,-94.9714,5760,Chief Executive Officer,1325427387,39.099327,-94.332247,0,1/1/2019,14:16:27
"fraud_Klocko, Runolfsdottir and Breitenberg",health_fitness,14.89,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",1325427389,35.262174,-92.711158,0,1/1/2019,14:16:29
fraud_Ruecker-Mayert,kids_pets,47.61,713 Scott Pike Apt. 712,Bridger,MT,59014,45.2857,-108.9082,1446,Chartered loss adjuster,1325427415,46.250381,-108.98283,0,1/1/2019,14:16:55
fraud_Abbott-Steuber,personal_care,26.77,212 Mary Stream,Arcadia,MI,49613,44.5232,-86.2061,680,"Designer, jewellery",1325427418,44.993378,-86.358253,0,1/1/2019,14:16:58
"fraud_Schroeder, Hauck and Treutel",entertainment,93.89,67210 Lori Creek,Sherman,TX,75092,33.6372,-96.6184,46563,Systems developer,1325427446,33.694517,-97.46129,0,1/1/2019,14:17:26
"fraud_Cormier, Stracke and Thiel",entertainment,109.49,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,1325427477,41.983065,-109.921365,0,1/1/2019,14:17:57
"fraud_Reichert, Rowe and Mraz",shopping_net,304.13,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,1325427633,44.731871,-75.115476,0,1/1/2019,14:20:33
fraud_Spencer PLC,entertainment,75.88,296 Maria Street,West Eaton,NY,13484,42.8546,-75.6605,176,Science writer,1325427647,42.252244,-74.806457,0,1/1/2019,14:20:47
fraud_Hamill-D'Amore,health_fitness,2.44,3304 Hernandez Run,Afton,MI,49705,45.3637,-84.4695,937,Technical brewer,1325427684,44.881515,-84.553353,0,1/1/2019,14:21:24
fraud_Kuhn LLC,misc_net,130.9,6296 John Keys Suite 858,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",1325427753,40.654588,-86.742835,0,1/1/2019,14:22:33
fraud_Lemke-Gutmann,shopping_net,3.49,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,1325427764,33.866541,-112.505892,0,1/1/2019,14:22:44
"fraud_Graham, Hegmann and Hammes",food_dining,61.27,25713 Hamilton Grove Apt. 903,Beaverdam,OH,45808,40.8314,-83.9758,349,Museum/gallery conservator,1325427777,41.563748,-84.146641,0,1/1/2019,14:22:57
fraud_Reilly and Sons,health_fitness,96.86,67632 Martin Gateway,Fordoche,LA,70732,30.6576,-91.6264,1178,Community education officer,1325427808,31.342593,-91.859509,0,1/1/2019,14:23:28
fraud_Stark-Koss,home,181.45,870 Rocha Drive,Harrington Park,NJ,7640,40.9918,-73.98,4664,"Radiographer, diagnostic",1325427858,40.346241,-74.829653,0,1/1/2019,14:24:18
fraud_O'Keefe-Wisoky,food_dining,1.54,7535 Amanda Manors Suite 293,Norman,AR,71960,34.4596,-93.6743,1383,Manufacturing engineer,1325427874,34.77587,-93.120189,0,1/1/2019,14:24:34
fraud_Daugherty LLC,kids_pets,84.46,062 Poole Hollow Apt. 815,Deadwood,SD,57732,44.3566,-103.6999,1979,Multimedia programmer,1325427898,43.732533,-103.251923,0,1/1/2019,14:24:58
"fraud_Larkin, Stracke and Greenfelder",entertainment,60.93,376 John Fork Suite 848,Randolph,OH,44265,41.0109,-81.2977,51,Mechanical engineer,1325427929,41.743304,-80.528923,0,1/1/2019,14:25:29
fraud_Torp-Lemke,misc_pos,108.54,6114 Adams Harbor Suite 096,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",1325427935,42.30712,-87.621439,0,1/1/2019,14:25:35
"fraud_Denesik, Powlowski and Pouros",home,14.78,137 Adam Dale,Lebanon,VA,24266,36.8809,-82.0956,9521,"Teacher, English as a foreign language",1325427958,37.302767,-82.016898,0,1/1/2019,14:25:58
"fraud_Romaguera, Wehner and Tromp",kids_pets,32.16,17819 Jose Mount Suite 657,Heidelberg,MS,39439,31.882,-88.9981,4573,"Exhibitions officer, museum/gallery",1325428005,32.327141,-88.224064,0,1/1/2019,14:26:45
fraud_Rippin-VonRueden,health_fitness,1.75,1323 Derek Mission,Noonan,ND,58765,48.8856,-103.0098,248,Industrial/product designer,1325428070,48.982491,-102.7219,0,1/1/2019,14:27:50
fraud_Heller PLC,health_fitness,9.69,673 Delgado Burg,Greenwich,NJ,8323,39.4055,-75.3209,804,Insurance risk surveyor,1325428075,38.727083,-74.811774,0,1/1/2019,14:27:55
fraud_Kris-Padberg,shopping_pos,3.09,3337 Lisa Divide,Saint Petersburg,FL,33710,27.7898,-82.7243,341043,"Engineer, land",1325428088,27.080682,-83.316029,0,1/1/2019,14:28:08
fraud_Hills-Boyer,personal_care,200.49,6278 Stephanie Unions,New York City,NY,10039,40.8265,-73.9383,1577385,Herbalist,1325428106,40.159062,-74.597258,0,1/1/2019,14:28:26
fraud_Balistreri-Nader,misc_pos,12.8,892 Solis Neck,Lonsdale,MN,55046,44.4477,-93.4252,5211,Chief Strategy Officer,1325428114,44.229958,-93.594881,0,1/1/2019,14:28:34
fraud_Cormier LLC,shopping_net,3.73,33165 Larry Walks Suite 960,Ragland,AL,35131,33.7367,-86.1619,4159,Educational psychologist,1325428262,34.353078,-85.643205,0,1/1/2019,14:31:02
fraud_Erdman-Ebert,personal_care,36.37,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1325428276,40.791799,-72.683255,0,1/1/2019,14:31:16
fraud_Kemmer-Buckridge,misc_pos,427.99,8738 Richard Brooks,Moab,UT,84532,38.5677,-109.5271,9772,Location manager,1325428349,37.708533,-109.906451,0,1/1/2019,14:32:29
"fraud_Bahringer, Schoen and Corkery",shopping_pos,2.23,17819 Jose Mount Suite 657,Heidelberg,MS,39439,31.882,-88.9981,4573,"Exhibitions officer, museum/gallery",1325428381,30.934435,-89.469418,0,1/1/2019,14:33:01
fraud_Bogisich-Weimann,kids_pets,42.52,312 Eric Expressway Apt. 014,Phenix City,AL,36869,32.4204,-85.0796,59744,Chemical engineer,1325428400,31.566317,-84.757791,0,1/1/2019,14:33:20
"fraud_Swaniawski, Nitzsche and Welch",health_fitness,76.7,2497 John Motorway Suite 922,Leetsdale,PA,15056,40.5662,-80.2099,1140,"Administrator, education",1325428412,41.114291,-81.061647,0,1/1/2019,14:33:32
"fraud_Gutmann, McLaughlin and Wiza",home,29.35,5569 Phillips Neck Apt. 003,Coffeeville,MS,38922,33.9215,-89.6782,3451,Financial trader,1325428416,34.862946,-89.370998,0,1/1/2019,14:33:36
"fraud_Hagenes, Kohler and Hoppe",food_dining,31.19,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,1325428451,41.398262,-73.768721,0,1/1/2019,14:34:11
fraud_Little Ltd,kids_pets,19.07,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1325428511,48.115242,-122.652165,0,1/1/2019,14:35:11
fraud_Bode-Rempel,kids_pets,28.6,053 Kim Valley Suite 928,Old Hickory,TN,37138,36.2416,-86.6117,22191,Prison officer,1325428550,35.774279,-86.109286,0,1/1/2019,14:35:50
"fraud_Kutch, Steuber and Gerhold",food_dining,36.31,63502 Brown Road Apt. 318,West Long Branch,NJ,7764,40.2878,-74.0162,8097,Mechanical engineer,1325428579,40.654546,-73.33669,0,1/1/2019,14:36:19
fraud_Kutch-Ferry,home,13.01,87227 Tapia Burgs,Auburn,ME,4210,44.0948,-70.239,23045,Tourist information centre manager,1325428583,43.308384,-69.352277,0,1/1/2019,14:36:23
fraud_Botsford and Sons,home,19,95835 Garcia Rue,Arcadia,SC,29320,34.9572,-81.9916,530,Animal technologist,1325428590,35.270507,-81.800523,0,1/1/2019,14:36:30
fraud_Runte-Mohr,food_dining,24.27,682 Mills Way Apt. 814,Rule,TX,79548,33.0771,-99.959,932,"Physicist, medical",1325428696,32.86471,-99.665249,0,1/1/2019,14:38:16
fraud_Kessler Inc,travel,6.56,3270 Scott Islands,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,1325428700,44.852842,-69.822122,0,1/1/2019,14:38:20
fraud_Deckow-Dare,food_dining,50.74,1632 Cohen Drive Suite 639,High Rolls Mountain Park,NM,88325,32.9396,-105.8189,899,Naval architect,1325428718,32.964028,-105.321954,0,1/1/2019,14:38:38
fraud_Rolfson-Kunde,personal_care,62.67,9379 Vanessa Run Apt. 400,Lohrville,IA,51453,42.2619,-94.5566,695,Administrator,1325428785,42.368327,-94.936352,0,1/1/2019,14:39:45
"fraud_Roob, Conn and Tremblay",shopping_pos,127.32,7535 Amanda Manors Suite 293,Norman,AR,71960,34.4596,-93.6743,1383,Manufacturing engineer,1325428792,33.726058,-93.647738,0,1/1/2019,14:39:52
fraud_Marvin-Lind,personal_care,2.81,32301 Albert River Suite 364,Ronceverte,WV,24970,37.7418,-80.4626,4575,Statistician,1325428795,38.302159,-81.077584,0,1/1/2019,14:39:55
fraud_Medhurst Inc,home,29.5,135 Joseph Mountains,Sula,MT,59871,45.8433,-113.8748,218,"Therapist, horticultural",1325428801,45.9816,-112.960422,0,1/1/2019,14:40:01
fraud_O'Hara-Wilderman,food_dining,5.24,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,1325428813,32.881491,-112.903209,0,1/1/2019,14:40:13
fraud_Beer-Jast,kids_pets,149.21,8030 Walker Heights,Belle Fourche,SD,57717,44.6723,-103.8396,8007,Hospital pharmacist,1325428814,44.634209,-103.891136,0,1/1/2019,14:40:14
fraud_Barrows PLC,shopping_pos,4,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,1325428843,39.097427,-93.374791,0,1/1/2019,14:40:43
"fraud_Schneider, Hayes and Nikolaus",food_dining,36.6,8738 Richard Brooks,Moab,UT,84532,38.5677,-109.5271,9772,Location manager,1325428862,37.666227,-108.754492,0,1/1/2019,14:41:02
fraud_Kulas Group,health_fitness,38.82,1323 Derek Mission,Noonan,ND,58765,48.8856,-103.0098,248,Industrial/product designer,1325428878,49.63906,-102.390743,0,1/1/2019,14:41:18
